,title,abstract,decision,zero_shot
14,Systematic evaluation of the association between hemoglobin levels and metabolic profile implicates beneficial effects of hypoxia,"Activation of the hypoxia-inducible factor (HIF) pathway reprograms energy metabolism. Hemoglobin (Hb) is the main carrier of oxygen. Using its normal variation as a surrogate measure for hypoxia, we explored whether lower Hb levels could lead to healthier metabolic profiles in mice and humans (n = 7175) and used Mendelian randomization (MR) to evaluate potential causality (n = 173,480). The results showed evidence for lower Hb levels being associated with lower body mass index, better glucose tolerance and other metabolic profiles, lower inflammatory load, and blood pressure. Expression of the key HIF target genes SLC2A4 and Slc2a1 in skeletal muscle and adipose tissue, respectively, associated with systolic blood pressure in MR analyses and body weight, liver weight, and adiposity in mice. Last, manipulation of murine Hb levels mediated changes to key metabolic parameters. In conclusion, low-end normal Hb levels may be favorable for metabolic health involving mild chronic activation of the HIF response. Copyright © 2021 The Authors, some rights reserved; exclusive licensee American Association for the Advancement of Science. No claim to original U.S. Government Works. Distributed under a Creative Commons Attribution License 4.0 (CC BY).",Excluded,Excluded
182,The Association of Obstructive Sleep Apnea With Breast Cancer Incidence and Mortality: A Systematic Review and Meta-analysis,"PURPOSE: Emerging evidence from animal models suggests that intermittent hypoxia due to obstructive sleep apnea (OSA) is a risk factor for breast cancer. Despite their biological plausibility, human epidemiological studies have reported conflicting results. Therefore, we conducted a meta-analysis to delineate this relationship., METHODS: We searched the PubMed, Embase, Scopus, and Cochrane Library databases for eligible studies from inception until June 6, 2021. Two reviewers selected randomized trials or observational studies reporting the association between OSA and breast cancer incidence compared with those without OSA. Two reviewers extracted relevant data and assessed the quality of evidence using the Grading of Recommendations Assessment, Development, and Evaluation (GRADE) framework and Newcastle-Ottawa Scale (NOS). We pooled the maximally covariate-adjusted hazard ratios (HRs) using a random-effects inverse variance-weighted meta-analysis and performed pre-specified subgroup analyses., RESULTS: We included six studies out of 1,707 records, comprising a combined cohort of 5,165,200 patients. All studies used the International Classification of Diseases codes to classify OSA and breast cancer. OSA patients had a 36% increased breast cancer risk (HR, 1.36; 95% confidence interval [CI], 1.03-1.80; N = 6, I2 = 96%) compared to those without OSA. Most studies adjusted for confounders, such as age, sex, obesity, diabetes mellitus, alcohol use, and hypertension. Subgroup analyses for studies with (1) multivariate adjustment and (2) at least five years of follow-up yielded HRs of 1.35 (95% CI, 0.98-1.87; N = 5, I2 = 96%) and 1.57 (95% CI, 1.14-2.18; N = 4; I2 = 90%), respectively. One Mendelian randomization study suggested a causal relationship, with a two-fold increase in the odds of breast cancer in patients with OSA., CONCLUSION: This meta-analysis suggested that OSA is a risk factor for breast cancer. Future studies should explore the dose-response relationship between OSA and breast cancer, and whether treatment may mitigate breast cancer risk or progression. Copyright © 2022 Korean Breast Cancer Society.",Included,Included
23,"The Role of Obesity, Type 2 Diabetes, and Metabolic Factors in Pancreatic Cancer: A Mendelian Randomization Study","Background: Risk factors for pancreatic cancer include a cluster of metabolic conditions such as obesity, hypertension, dyslipidemia, insulin resistance, and type 2 diabetes. Given that these risk factors are correlated, separating out causal from confounded effects is challenging. Mendelian randomization (MR), or the use of genetic instrumental variables, may facilitate the identification of the metabolic drivers of pancreatic cancer., Methods: We identified genetic instruments for obesity, body shape, dyslipidemia, insulin resistance, and type 2 diabetes in order to evaluate their causal role in pancreatic cancer etiology. These instruments were analyzed in relation to risk using a likelihood-based MR approach within a series of 7110 pancreatic cancer patients and 7264 control subjects using genome-wide data from the Pancreatic Cancer Cohort Consortium (PanScan) and the Pancreatic Cancer Case-Control Consortium (PanC4). Potential unknown pleiotropic effects were assessed using a weighted median approach and MR-Egger sensitivity analyses., Results: Results indicated a robust causal association of increasing body mass index (BMI) with pancreatic cancer risk (odds ratio [OR] = 1.34, 95% confidence interval [CI] = 1.09 to 1.65, for each standard deviation increase in BMI [4.6 kg/m2]). There was also evidence that genetically increased fasting insulin levels were causally associated with an increased risk of pancreatic cancer (OR = 1.66, 95% CI = 1.05 to 2.63, per SD [44.4 pmol/L]). Notably, no evidence of a causal relationship was observed for type 2 diabetes, nor for dyslipidemia. Sensitivity analyses did not indicate that pleiotropy was an important source of bias., Conclusions: Our results suggest a causal role of BMI and fasting insulin in pancreatic cancer etiology. Copyright © The Author 2017. Published by Oxford University Press.",Included,Included
8,The association between cardiovascular risk factors and major cardiovascular diseases decreases with increasing frailty levels in geriatric outpatients,"BACKGROUND: Frailty marks a process of increasing dysregulation of physiological systems which increases the risk of adverse health outcomes. This study examines the hypothesis that the association between multiple cardiovascular risk factors (CVRF) and cardiovascular diseases (CVD) becomes stronger with increasing frailty severity., METHODS: Cross-sectional analysis of 339 older adults (55.2% women; aged 75.2+/-9.1years) from an outpatient geriatric clinic from a middle-income country. The frailty index (FI) was calculated as the proportion of 30 possible health deficits. We assessed hypertension, diabetes, obesity, dyslipidemia, sedentarism and smoking as CVRF (determinants) and myocardial infarction, stroke, heart failure as CVD. Poisson regression models adjusted for age, sex, and education was applied to estimate the association between frailty as well as CVRF (independent variables) with CVD (dependent variable)., RESULTS: Of the 339 patients, 18,3% were frail (FI>=0.25) and 32.7% had at least one CVD. Both frailty and CVRF were significantly associated with CVD (PR=1.03, 95% CI 1.01 to 1.05; p=0.001, and PR=1.46, 95% 1.24 to 1.71; p<0.001, respectively) adjusted for covariates. The strength of the association between CVRF and CVD decreased with increasing frailty levels, as indicated by a significant interaction term of frailty and CVRF (p<0.001)., CONCLUSION: Frailty and CVRF are both associated with CVD, but the impact of CVRF decreases in the presence of frailty. When confirmed in longitudinal studies, randomized controlled trials or causal inference methods like Mendelian randomization should be applied to assess whether a shift from traditional CVRF to frailty would improve cardiovascular outcome in the oldest old. Copyright © 2021 Elsevier Inc. All rights reserved.",Excluded,Excluded
112,The association between mitochondrial DNA abundance and stroke: A combination of multivariable-adjusted survival and Mendelian randomization analyses,"BACKGROUND AND AIMS: Mitochondrial dysfunction is associated with increased reactive oxygen species (ROS) that are thought to drive disease risk, including stroke. We investigated the association between mtDNA abundance, as a proxy measure of mitochondrial function, and incident stroke, using multivariable-adjusted survival and Mendelian Randomization (MR) analyses., METHODS: Cox-proportional hazard model analyses were conducted to assess the association between mtDNA abundance, and incident ischemic and hemorrhagic stroke over a maximum of 14-year follow-up in European-ancestry participants from UK Biobank. MR was conducted using independent (R2 < 0.001) lead variants for mtDNA abundance (p < 5 x 10-8) as instrumental variables. Single-nucleotide polymorphism (SNP)-ischemic stroke associations were derived from three published open source European-ancestry results databases (cases/controls): MEGASTROKE (60,341/454,450), UK Biobank (2404/368,771) and FinnGen (10,551/202,223). MR was performed per study, and results were subsequently meta-analyzed., RESULTS: In total, 288,572 unrelated participants (46% men) with mean (SD) age of 57 (8) years were included in the Cox-proportional hazard analyses. After correction for considered confounders (BMI, hypertension, cholesterol, T2D), no association was found between low versus high mtDNA abundance and ischemic (HR: 1.06 [95% CI: 0.95, 1.18]) or hemorrhagic (HR: 0.97 [95% CI: 0.82, 1.15]) stroke. However, in the MR analyses after removal of platelet count-associated SNPs, we found evidence for an association between genetically-influenced mtDNA abundance and ischemic stroke (odds ratio, 1.17; confidence interval, 1.03, 1.32)., CONCLUSIONS: Although the results from both multivariable-adjusted prospective and basis MR analyses did not show an association between low mtDNA and increased risk of ischemic stroke, in-depth MR sensitivity analyses may suggest evidence for a causal relationship. Copyright © 2022 The Authors. Published by Elsevier B.V. All rights reserved.",Included,Included
98,The causal effect of vitamin D binding protein (DBP) levels on calcemic and cardiometabolic diseases: a Mendelian randomization study,"BACKGROUND: Observational studies have shown that vitamin D binding protein (DBP) levels, a key determinant of 25-hydroxy-vitamin D (25OHD) levels, and 25OHD levels themselves both associate with risk of disease. If 25OHD levels have a causal influence on disease, and DBP lies in this causal pathway, then DBP levels should likewise be causally associated with disease. We undertook a Mendelian randomization study to determine whether DBP levels have causal effects on common calcemic and cardiometabolic disease., METHODS AND FINDINGS: We measured DBP and 25OHD levels in 2,254 individuals, followed for up to 10 y, in the Canadian Multicentre Osteoporosis Study (CaMos). Using the single nucleotide polymorphism rs2282679 as an instrumental variable, we applied Mendelian randomization methods to determine the causal effect of DBP on calcemic (osteoporosis and hyperparathyroidism) and cardiometabolic diseases (hypertension, type 2 diabetes, coronary artery disease, and stroke) and related traits, first in CaMos and then in large-scale genome-wide association study consortia. The effect allele was associated with an age- and sex-adjusted decrease in DBP level of 27.4 mg/l (95% CI 24.7, 30.0; n = 2,254). DBP had a strong observational and causal association with 25OHD levels (p = 3.2 x 10(-19)). While DBP levels were observationally associated with calcium and body mass index (BMI), these associations were not supported by causal analyses. Despite well-powered sample sizes from consortia, there were no associations of rs2282679 with any other traits and diseases: fasting glucose (0.00 mmol/l [95% CI -0.01, 0.01]; p = 1.00; n = 46,186); fasting insulin (0.01 pmol/l [95% CI -0.00, 0.01,]; p = 0.22; n = 46,186); BMI (0.00 kg/m(2) [95% CI -0.01, 0.01]; p = 0.80; n = 127,587); bone mineral density (0.01 g/cm(2) [95% CI -0.01, 0.03]; p = 0.36; n = 32,961); mean arterial pressure (-0.06 mm Hg [95% CI -0.19, 0.07]); p = 0.36; n = 28,775); ischemic stroke (odds ratio [OR] = 1.00 [95% CI 0.97, 1.04]; p = 0.92; n = 12,389/62,004 cases/controls); coronary artery disease (OR = 1.02 [95% CI 0.99, 1.05]; p = 0.31; n = 22,233/64,762); or type 2 diabetes (OR = 1.01 [95% CI 0.97, 1.05]; p = 0.76; n = 9,580/53,810)., CONCLUSIONS: DBP has no demonstrable causal effect on any of the diseases or traits investigated here, except 25OHD levels. It remains to be determined whether 25OHD has a causal effect on these outcomes independent of DBP. Please see later in the article for the Editors' Summary.",Included,Included
61,The causal effects of health conditions and risk factors on social and socioeconomic outcomes: Mendelian randomization in UK Biobank,"BACKGROUND: We aimed to estimate the causal effect of health conditions and risk factors on social and socioeconomic outcomes in UK Biobank. Evidence on socioeconomic impacts is important to understand because it can help governments, policy makers and decision makers allocate resources efficiently and effectively., METHODS: We used Mendelian randomization to estimate the causal effects of eight health conditions (asthma, breast cancer, coronary heart disease, depression, eczema, migraine, osteoarthritis, type 2 diabetes) and five health risk factors [alcohol intake, body mass index (BMI), cholesterol, systolic blood pressure, smoking] on 19 social and socioeconomic outcomes in 336 997 men and women of White British ancestry in UK Biobank, aged between 39 and 72 years. Outcomes included annual household income, employment, deprivation [measured by the Townsend deprivation index (TDI)], degree-level education, happiness, loneliness and 13 other social and socioeconomic outcomes., RESULTS: Results suggested that BMI, smoking and alcohol intake affect many socioeconomic outcomes. For example, smoking was estimated to reduce household income [mean difference = -22 838, 95% confidence interval (CI): -31 354 to -14 321] and the chance of owning accommodation [absolute percentage change (APC) = -20.8%, 95% CI: -28.2% to -13.4%], of being satisfied with health (APC = -35.4%, 95% CI: -51.2% to -19.5%) and of obtaining a university degree (APC = -65.9%, 95% CI: -81.4% to -50.4%), while also increasing deprivation (mean difference in TDI = 1.73, 95% CI: 1.02 to 2.44, approximately 216% of a decile of TDI). There was evidence that asthma decreased household income, the chance of obtaining a university degree and the chance of cohabiting, and migraine reduced the chance of having a weekly leisure or social activity, especially in men. For other associations, estimates were null., CONCLUSIONS: Higher BMI, alcohol intake and smoking were all estimated to adversely affect multiple social and socioeconomic outcomes. Effects were not detected between health conditions and socioeconomic outcomes using Mendelian randomization, with the exceptions of depression, asthma and migraines. This may reflect true null associations, selection bias given the relative health and age of participants in UK Biobank, and/or lack of power to detect effects. Copyright © The Author(s) 2020. Published by Oxford University Press on behalf of the International Epidemiological Association.",Included,Included
19,The causal role of elevated uric acid and waist circumference on the risk of metabolic syndrome components,"BACKGROUND/OBJECTIVES: Hyperuricemia has been found to cluster with multiple components of metabolic syndrome (MetS). It is unclear whether hyperuricemia is a downstream result of MetS or may play an upstream role in MetS development. Using the Mendelian randomization (MR) method, we examined the causal relationship between elevated uric acid and the various components of MetS with waist circumference as a positive control., SUBJECTS/METHODS: Data from 10k participants of Taiwan Biobank was used to carry out MR analysis with uric acid risk score (wGRS) and waist circumference wGRS as instrumental variables and components of MetS as the outcomes., RESULTS: We found that genetically increased serum uric acid corresponds to a significant increment of triglyceride (beta = 0.065, p < 0.0001), systolic blood pressure (beta = 1.047, p = 0.0005), diastolic blood pressure (beta = 0.857, p < 0.0001), and mean arterial pressure (beta = 0.920, p < 0.0001), but a significant reduction of high-density lipoprotein cholesterol (beta = -0.020, p = 0.0014). Uric acid wGRS was not associated with fasting serum glucose, HbA1C, waist circumference, or BMI. On the other hand, waist circumference was causally associated with all the components of MetS including uric acid., CONCLUSIONS: Our MR investigation shows that uric acid increment may augment the risk of MetS through increasing blood pressure and triglyceride levels and lowering HDL-C value but not through accumulating fat or hyperglycemia. High waist circumference may be a causal agent for all the components of MetS including hyperuricemia.",Included,Included
125,The effect of elevated body mass index on ischemic heart disease risk: causal estimates from a Mendelian randomisation approach,"BACKGROUND: Adiposity, assessed as elevated body mass index (BMI), is associated with increased risk of ischemic heart disease (IHD); however, whether this is causal is unknown. We tested the hypothesis that positive observational associations between BMI and IHD are causal., METHODS AND FINDINGS: In 75,627 individuals taken from two population-based and one case-control study in Copenhagen, we measured BMI, ascertained 11,056 IHD events, and genotyped FTO(rs9939609), MC4R(rs17782313), and TMEM18(rs6548238). Using genotypes as a combined allele score in instrumental variable analyses, the causal odds ratio (OR) between BMI and IHD was estimated and compared with observational estimates. The allele score-BMI and the allele score-IHD associations used to estimate the causal OR were also calculated individually. In observational analyses the OR for IHD was 1.26 (95% CI 1.19-1.34) for every 4 kg/m(2) increase in BMI. A one-unit allele score increase associated with a 0.28 kg/m(2) (95 CI% 0.20-0.36) increase in BMI and an OR for IHD of 1.03 (95% CI 1.01-1.05) (corresponding to an average 1.68 kg/m(2) BMI increase and 18% increase in the odds of IHD for those carrying all six BMI increasing alleles). In instrumental variable analysis using the same allele score the causal IHD OR for a 4 kg/m(2) increase in BMI was 1.52 (95% CI 1.12-2.05)., CONCLUSIONS: For every 4 kg/m(2) increase in BMI, observational estimates suggested a 26% increase in odds for IHD while causal estimates suggested a 52% increase. These data add evidence to support a causal link between increased BMI and IHD risk, though the mechanism may ultimately be through intermediate factors like hypertension, dyslipidemia, and type 2 diabetes. This work has important policy implications for public health, given the continuous nature of the BMI-IHD association and the modifiable nature of BMI. This analysis demonstrates the value of observational studies and their ability to provide unbiased results through inclusion of genetic data avoiding confounding, reverse causation, and bias.",Included,Included
80,The influence of obesity-related factors in the etiology of renal cell carcinoma-A mendelian randomization study,"BACKGROUND: Several obesity-related factors have been associated with renal cell carcinoma (RCC), but it is unclear which individual factors directly influence risk. We addressed this question using genetic markers as proxies for putative risk factors and evaluated their relation to RCC risk in a mendelian randomization (MR) framework. This methodology limits bias due to confounding and is not affected by reverse causation., METHODS AND FINDINGS: Genetic markers associated with obesity measures, blood pressure, lipids, type 2 diabetes, insulin, and glucose were initially identified as instrumental variables, and their association with RCC risk was subsequently evaluated in a genome-wide association study (GWAS) of 10,784 RCC patients and 20,406 control participants in a 2-sample MR framework. The effect on RCC risk was estimated by calculating odds ratios (ORSD) for a standard deviation (SD) increment in each risk factor. The MR analysis indicated that higher body mass index increases the risk of RCC (ORSD: 1.56, 95% confidence interval [CI] 1.44-1.70), with comparable results for waist-to-hip ratio (ORSD: 1.63, 95% CI 1.40-1.90) and body fat percentage (ORSD: 1.66, 95% CI 1.44-1.90). This analysis further indicated that higher fasting insulin (ORSD: 1.82, 95% CI 1.30-2.55) and diastolic blood pressure (DBP; ORSD: 1.28, 95% CI 1.11-1.47), but not systolic blood pressure (ORSD: 0.98, 95% CI 0.84-1.14), increase the risk for RCC. No association with RCC risk was seen for lipids, overall type 2 diabetes, or fasting glucose., CONCLUSIONS: This study provides novel evidence for an etiological role of insulin in RCC, as well as confirmatory evidence that obesity and DBP influence RCC risk.",Included,Included
142,"The relationships of sex hormone-binding globulin, total testosterone, androstenedione and free testosterone with metabolic and reproductive features of polycystic ovary syndrome","OBJECTIVE: A recent Mendelian randomization study has suggested a causal role for sex hormone-binding globulin (SHBG), total testosterone and free testosterone in the pathogenesis of polycystic ovary syndrome (PCOS). The aim of this study was to assess the relationships of SHBG, androstenedione, total and free testosterone with the individual metabolic and reproductive features of PCOS., DESIGN: Cross-sectional data in PCOS patients (n=96) prospectively collected in a secondary/tertiary clinic for menstrual cycle disorders., METHODS: Multivariable regression analyses were conducted to study the associations between SHBG, androstenedione, total and free testosterone with metabolic (BMI, waist circumference, systolic and diastolic blood pressure, total cholesterol, LDL cholesterol, HDL cholesterol, triglycerides and homeostatic model assessment for insulin resistance [HOMA2-IR]) and reproductive features (menstrual cycle length, antral follicle count, anti-Mullerian hormone, luteinizing hormone, follicle-stimulating hormone and Ferriman-Gallwey score) of PCOS., RESULTS: Serum SHBG and free testosterone, but not total testosterone or androstenedione, were significantly associated with BMI, waist circumference, serum triglycerides, HDL cholesterol, LDL cholesterol and HOMA2-IR. The strength of the associations with serum lipids was reduced after adjustment for BMI, but not for HOMA2-IR. Total testosterone was significantly associated with antral follicle count. SHBG, total testosterone and androstenedione were significantly associated with serum AMH. Only the strength of the association for SHBG was reduced after adjustment for BMI., CONCLUSIONS: Serum SHBG is associated with primarily metabolic features, whereas total testosterone and androstenedione are associated with reproductive features of PCOS. These results suggest a differential underlying pathophysiology for the metabolic and reproductive features of PCOS. Copyright © 2021 The Authors. Endocrinology, Diabetes & Metabolism published by John Wiley & Sons Ltd.",Included,Included
43,The role of adiposity in cardiometabolic traits: a Mendelian randomization analysis,"BACKGROUND: The association between adiposity and cardiometabolic traits is well known from epidemiological studies. Whilst the causal relationship is clear for some of these traits, for others it is not. We aimed to determine whether adiposity is causally related to various cardiometabolic traits using the Mendelian randomization approach., METHODS AND FINDINGS: We used the adiposity-associated variant rs9939609 at the FTO locus as an instrumental variable (IV) for body mass index (BMI) in a Mendelian randomization design. Thirty-six population-based studies of individuals of European descent contributed to the analyses. Age- and sex-adjusted regression models were fitted to test for association between (i) rs9939609 and BMI (n = 198,502), (ii) rs9939609 and 24 traits, and (iii) BMI and 24 traits. The causal effect of BMI on the outcome measures was quantified by IV estimators. The estimators were compared to the BMI-trait associations derived from the same individuals. In the IV analysis, we demonstrated novel evidence for a causal relationship between adiposity and incident heart failure (hazard ratio, 1.19 per BMI-unit increase; 95% CI, 1.03-1.39) and replicated earlier reports of a causal association with type 2 diabetes, metabolic syndrome, dyslipidemia, and hypertension (odds ratio for IV estimator, 1.1-1.4; all p < 0.05). For quantitative traits, our results provide novel evidence for a causal effect of adiposity on the liver enzymes alanine aminotransferase and gamma-glutamyl transferase and confirm previous reports of a causal effect of adiposity on systolic and diastolic blood pressure, fasting insulin, 2-h post-load glucose from the oral glucose tolerance test, C-reactive protein, triglycerides, and high-density lipoprotein cholesterol levels (all p < 0.05). The estimated causal effects were in agreement with traditional observational measures in all instances except for type 2 diabetes, where the causal estimate was larger than the observational estimate (p = 0.001)., CONCLUSIONS: We provide novel evidence for a causal relationship between adiposity and heart failure as well as between adiposity and increased liver enzymes.",Included,Included
180,"The role of obesity, type 2 diabetes, and metabolic factors in gout: A Mendelian randomization study","Background: Several epidemiological studies have reported a possible correlation between risk of gout and metabolic disorders including type 2 diabetes, insulin resistance, obesity, dyslipidemia, and hypertension. However, it is unclear if this association is causal., Methods: We used Mendelian randomization (MR) to evaluate the causal relation between metabolic conditions and gout or serum urate concentration by inverse-variance-weighted (conventional) and weighted median methods. Furthermore, MR-Egger regression and MR-pleiotropy residual sum and outlier (PRESSO) method were used to explore pleiotropy. Genetic instruments for metabolic disorders and outcome (gout and serum urate) were obtained from several genome-wide association studies on individuals of mainly European ancestry., Results: Conventional MR analysis showed a robust causal association of increasing obesity measured by body mass index (BMI), high-density lipoprotein cholesterol (HDL), and systolic blood pressure (SBP) with risk of gout. A causal relationship between fasting insulin, BMI, HDL, triglycerides (TG), SBP, alanine aminotransferase (ALT), and serum urate was also observed. These results were consistent in weighted median method and MR-PRESSO after removing outliers identified. Our analysis also indicated that HDL and serum urate as well as gout have a bidirectional causal effect on each other., Conclusions: Our study suggested causal effects between glycemic traits, obesity, dyslipidemia, blood pressure, liver function, and serum urate as well as gout, which implies that metabolic factors contribute to the development of gout via serum urate, as well as potential benefit of sound management of increased serum urate in patients with obesity, dyslipidemia, hypertension, and liver dysfunction. Copyright © 2022 Yang, Xian, Wu, Huo, Hong, Li and Xiao.",Included,Included
27,Timing of Pubertal Development and Midlife Blood Pressure in Men and Women: A Mendelian Randomization Study,"INTRODUCTION: Observational studies suggest earlier puberty is associated with higher adulthood blood pressure (BP), but these findings have not been replicated using Mendelian randomization (MR). We examined this question sex-specifically using larger genome-wide association studies (GWAS) with more extensive measures of pubertal timing., METHODS: We obtained genetic instruments proxying pubertal maturation (age at menarche [AAM] or voice breaking [AVB]) from the largest published GWAS. We applied them to summary sex-specific genetic associations with systolic and diastolic BP z-scores, and self-reported hypertension in women (n = 194 174) and men (n = 167 020) from the UK Biobank, using inverse-variance weighted meta-analysis. We conducted sensitivity analyses using other MR methods, including multivariable MR adjusted for childhood obesity proxied by body mass index (BMI). We used late pubertal growth as a validation outcome., RESULTS: AAM (beta per 1-year later = -0.030 [95% confidence interval, -0.055 to -0.005] and AVB (beta -0.058 [95% CI, -0.100 to -0.015]) were inversely associated with systolic BP independent of childhood BMI, as were diastolic BP (-0.035 [95% CI, -0.060 to -0.009] for AAM and -0.046 [95% CI, -0.089 to -0.004] for AVB) and self-reported hypertension (odds ratio 0.89 [95% CI, 0.84-0.95] for AAM and 0.87 [95% CI, 0.79-0.96] for AVB). AAM and AVB were positively associated with late pubertal growth, as expected. The results were robust to sensitivity analysis using other MR methods., CONCLUSION: Timing of pubertal maturation was associated with adulthood BP independent of childhood BMI, highlighting the role of pubertal maturation timing in midlife BP. Copyright © The Author(s) 2021. Published by Oxford University Press on behalf of the Endocrine Society. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",Included,Included
139,"Trans-biobank analysis with 676,000 individuals elucidates the association of polygenic risk scores of complex traits with human lifespan","While polygenic risk scores (PRSs) are poised to be translated into clinical practice through prediction of inborn health risks1, a strategy to utilize genetics to prioritize modifiable risk factors driving heath outcome is warranted2. To this end, we investigated the association of the genetic susceptibility to complex traits with human lifespan in collaboration with three worldwide biobanks (ntotal = 675,898; BioBank Japan (n = 179,066), UK Biobank (n = 361,194) and FinnGen (n = 135,638)). In contrast to observational studies, in which discerning the cause-and-effect can be difficult, PRSs could help to identify the driver biomarkers affecting human lifespan. A high systolic blood pressure PRS was trans-ethnically associated with a shorter lifespan (hazard ratio = 1.03[1.02-1.04], Pmeta = 3.9 x 10-13) and parental lifespan (hazard ratio = 1.06[1.06-1.07], P = 2.0 x 10-86). The obesity PRS showed distinct effects on lifespan in Japanese and European individuals (Pheterogeneity = 9.5 x 10-8 for BMI). The causal effect of blood pressure and obesity on lifespan was further supported by Mendelian randomization studies. Beyond genotype-phenotype associations, our trans-biobank study offers a new value of PRSs in prioritization of risk factors that could be potential targets of medical treatment to improve population health.",Included,Included
198,Trans-ethnic Mendelian-randomization study reveals causal relationships between cardiometabolic factors and chronic kidney disease,"BACKGROUND: This study was to systematically test whether previously reported risk factors for chronic kidney disease (CKD) are causally related to CKD in European and East Asian ancestries using Mendelian randomization., METHODS: A total of 45 risk factors with genetic data in European ancestry and 17 risk factors in East Asian participants were identified as exposures from PubMed. We defined the CKD by clinical diagnosis or by estimated glomerular filtration rate of <60 ml/min/1.73 m2. Ultimately, 51 672 CKD cases and 958 102 controls of European ancestry from CKDGen, UK Biobank and HUNT, and 13 093 CKD cases and 238 118 controls of East Asian ancestry from Biobank Japan, China Kadoorie Biobank and Japan-Kidney-Biobank/ToMMo were included., RESULTS: Eight risk factors showed reliable evidence of causal effects on CKD in Europeans, including genetically predicted body mass index (BMI), hypertension, systolic blood pressure, high-density lipoprotein cholesterol, apolipoprotein A-I, lipoprotein(a), type 2 diabetes (T2D) and nephrolithiasis. In East Asians, BMI, T2D and nephrolithiasis showed evidence of causality on CKD. In two independent replication analyses, we observed that increased hypertension risk showed reliable evidence of a causal effect on increasing CKD risk in Europeans but in contrast showed a null effect in East Asians. Although liability to T2D showed consistent effects on CKD, the effects of glycaemic phenotypes on CKD were weak. Non-linear Mendelian randomization indicated a threshold relationship between genetically predicted BMI and CKD, with increased risk at BMI of >25 kg/m2., CONCLUSIONS: Eight cardiometabolic risk factors showed causal effects on CKD in Europeans and three of them showed causality in East Asians, providing insights into the design of future interventions to reduce the burden of CKD. Copyright © The Author(s) 2021. Published by Oxford University Press on behalf of the International Epidemiological Association.",Excluded,Excluded
191,Type 2 Diabetes Is Causally Associated With Reduced Serum Osteocalcin: A Genomewide Association and Mendelian Randomization Study,"Recent advances indicate that bone and energy metabolism are closely related. However, little direct evidence on causality has been provided in humans. We aimed to assess the association of three bone-related biomarkers-25 hydroxyvitamin D (25OHD), parathyroid hormone (PTH), and osteocalcin (OCN)-with several metabolic phenotypes and investigate any causal relevance to the associations using a Mendelian randomization (MR) study. Serum 25OHD, PTH, and total OCN were measured at baseline in 5169 eligible Chinese participants in Changfeng study. Partial correlation and bivariate GREML analysis were used to estimate phenotypic and genetic correlations, respectively. Multiple linear regression and logistic regression were used to assess linear associations. Genomewide association analysis (GWAS) was performed. Bidirectional two-sample MR analyses were conducted to examine causal relationships between OCN and body mass index (BMI), diastolic blood pressure (DBP), triglyceride (TG), high-density lipoprotein cholesterol (HDL-C), glycated hemoglobin A1c (HbA1c), and type 2 diabetes (T2DM), using our GWAS result of OCN and GWAS statistics from Biobank Japan project (BBJ) and the largest meta-analysis of T2DM GWAS in East Asian population. Circulating OCN was significantly associated with higher DBP and HDL-C and decreased TG, blood glucose level, insulin resistance, liver fat content, bone mineral density, BMI, and a favorable body fat distribution pattern. GWAS identified one novel serum PTH locus and two novel serum OCN loci, explaining 0.81% and 1.98% of variances of PTH and OCN levels, respectively. MR analysis suggested a causal effect of T2DM on lower circulating OCN concentration (causal effect: -0.03; -0.05 to -0.01; p = 0.006 for T2DM_BBJ and -0.03; -0.05 to -0.01; p = 0.001 for T2DM_EAS). These findings indicate that T2DM might impact bone remodeling and provide a resource for understanding complex relationships between osteocalcin and metabolic (and related) traits in humans. © 2021 American Society for Bone and Mineral Research (ASBMR). Copyright © 2021 American Society for Bone and Mineral Research (ASBMR).",Included,Included
184,Type 2 diabetes mellitus increases risk of erectile dysfunction independent of obesity and dyslipidemia: A Mendelian randomization study,"BACKGROUND: The causal effects of individual risk factors of metabolic syndrome on erectile dysfunction (ED) are still unclear., OBJECTIVES: To evaluate the causal effect of risk factors of metabolic syndrome on ED through Mendelian randomization (MR)., MATERIALS AND METHODS: Data for risk factors were obtained from multiple databases with 173,082-757,601 individuals, and that for ED were collected from a genome-wide association study including 223,805 Europeans. We performed univariate MR analysis using inverse-variance weighted, MR-Egger, weighted-median, weighted mode methods and multivariable MR analysis to evaluate the total and direct causal effects., RESULTS: The univariable MR supported that type 2 diabetes mellitus (odds ratios [OR] = 1.14, 95% confidence intervals [CI]: 1.08-1.21, p < 0.001) and body mass index (BMI) (OR = 1.27, 95% CI: 1.12-1.44, p < 0.001) were associated with ED. After excluding the SNPs associated with BMI and other risk factors, the results of multivariable MR for T2D (OR = 1.15, 95% CI: 1.05-1.25, p = 0.001) remained consistent. However, the results of multivariable MR provided limited evidence for the causality between BMI and ED (OR = 1.06, 95% CI: 0.88-1.29, p = 0.532). For systolic blood pressure and lipid components (low-density lipoprotein, high-density lipoprotein and triglycerides), both univariable and multivariable MR failed to offer sufficient evidence to confirm their causal effect on ED., CONCLUSION: T2D showed a direct causal effect on ED independent of obesity and dyslipidemia. Copyright © 2021 American Society of Andrology and European Academy of Andrology.",Included,Included
